modeloDeRelevancia;tipoDeMemoria;tipoDeRaciocinio;comparacoes;memoria;movimentacoes;utilidade;eficienciaCpu;eficienciaMemoria
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;468433,56;280,022;0;22,739483;0,08120606;0,004854367
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;289720,78;280,022;0;22,739483;0,08120606;0,007848758
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;11817,128;1,65575;688,4225;0;0;0
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;554248,75;93,774;99050,35;9,20925;0,09820686;5,96E-04
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;468433,56;280,022;0;22,739483;0,08120606;0,004854367
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;289720,78;280,022;0;22,739483;0,08120606;0,007848758
BBGPIntegratedRelevanceModel ; FORGETTING ; BBGPEngine ;4339,5757;1,38775;680,9;0,59697515;0,43017483;0,005354721
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;380280,12;280,022;0;22,739483;0,08120606;0,005979667
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;380280,12;280,022;0;22,739483;0,08120606;0,005979667
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;243593,9;39,8275;599,71826;7,2501855;0,1820397;0,002904825
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;468433,56;280,022;0;22,739483;0,08120606;0,004854367
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;55860,965;12,1145;7744,5005;3,5843396;0,29587185;0,002688807
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;10024,818;1,43475;681,7153;0;0;0
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;686714,8;90,55575;106196,93;9,260537;0,10226338;5,30E-04
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;59051,176;11,67525;7894,2935;1,8720536;0,16034377;0,001356619
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;259718,36;61,62825;948,096;17,30771;0,28084055;0,00642933
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;689846,9;91,72175;108420,73;8,850771;0,09649588;4,99E-04
DefaultRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;895045,9;120,78925;65537,78;7,6313763;0,06317926;4,92E-04
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;74357,7;14,66;2365,978;2,2989793;0,15681987;0,002345479
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;307940,2;39,272;597,7295;7,7070546;0,19624808;0,002455121
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;17558,838;1,63125;893,5155;0,20885392;0,12803306;7,88E-04
DefaultRelevanceModel ; DEFAULT ; SOAREngine ;468433,56;280,022;0;22,739483;0,08120606;0,004854367
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;241927,98;39,85325;599,903;7,304918;0,18329541;0,002946399
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;289720,78;280,022;0;22,739483;0,08120606;0,007848758
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;6390,006;1,8825;742,7205;0,011408621;0,006060356;8,26E-05
DefaultRelevanceModel ; DEFAULT ; SOAREngine ;468433,56;280,022;0;22,739483;0,08120606;0,004854367
DefaultRelevanceModel ; FORGETTING ; BBGPEngine ;8895,836;1,962;1036,531;0;0;0
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;116783,266;16,81975;721,316;1,2496321;0,07429552;0,001007797
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;519382,25;91,1535;107903,48;9,11767;0,100025445;5,70E-04
SOARIntegratedRelevanceModel ; DEFAULT ; SOAREngine ;468433,56;280,022;0;22,739483;0,08120606;0,004854367
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;252421,92;62,39475;891,4365;17,351978;0,27809998;0,006639713
SOARIntegratedRelevanceModel ; FORGETTING ; SOAREngine ;20368,344;1,69525;998,9932;0;0;0
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;58141,473;16,9925;728,99426;0,623505;0,03669295;9,53E-04
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;59161,855;12,072;7931,968;0,7181595;0,05948969;5,19E-04
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;17712,906;2,208;779,8385;0,046311155;0,020974256;1,82E-04
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;127153,07;40,1635;599,44525;7,234237;0,18011968;0,00543325
DefaultRelevanceModel ; FORGETTING ; SOAREngine ;21655,396;2,078;755,05;0;0;0
DefaultRelevanceModel ; DEFAULT ; BBGPEngine ;289720,78;280,022;0;22,739483;0,08120606;0,007848758
DefaultRelevanceModel ; DEFAULT ; SOAREngine ;468433,56;280,022;0;22,739483;0,08120606;0,004854367
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;380280,12;280,022;0;22,739483;0,08120606;0,005979667
DefaultRelevanceModel ; DEFAULT ; SOAREngine ;468433,56;280,022;0;22,739483;0,08120606;0,004854367
SOARIntegratedRelevanceModel ; STORING_RETRIEVING ; SOAREngine ;405334,2;78,81325;411,89474;20,784716;0,26372108;0,005076214
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;380280,12;280,022;0;22,739483;0,08120606;0,005979667
BDIIntegratedRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;126174,3;12,65225;7900,247;1,5794163;0,12483284;7,70E-04
DefaultRelevanceModel ; FORGETTING ; BDIEngine ;9954,609;1,4355;675,55426;0;0;0
BBGPIntegratedRelevanceModel ; DEFAULT ; BBGPEngine ;289720,78;280,022;0;22,739483;0,08120606;0,007848758
BDIIntegratedRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;299470,1;61,77125;458,90225;15,953264;0,2582636;0,005246764
DefaultRelevanceModel ; DEFAULT ; BDIEngine ;380280,12;280,022;0;22,739483;0,08120606;0,005979667
DefaultRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;123117,48;39,25475;599,33;7,4112263;0,1887982;0,005740208
BDIIntegratedRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;257564,28;29,588;20561,59;6,3124495;0,21334492;0,00136285
BDIIntegratedRelevanceModel ; FORGETTING ; BDIEngine ;11190,756;1,5655;676,15076;0;0;0
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;542217,56;97,14825;98432,38;8,938917;0,09201316;5,86E-04
BBGPIntegratedRelevanceModel ; STORING_RETRIEVING ; BBGPEngine ;132357,53;28,5825;3048,8535;12,170884;0,42581594;0,007473858
DefaultRelevanceModel ; FORGETTING ; SOAREngine ;16669,49;1,81875;671,67377;0,1974708;0,10857501;8,44E-04
BDIIntegratedRelevanceModel ; DEFAULT ; BDIEngine ;380280,12;280,022;0;22,739483;0,08120606;0,005979667
DefaultRelevanceModel ; STORING_RETRIEVING ; BDIEngine ;108210,195;15,92625;713,645;1,9505599;0,12247452;0,001691042
